Название СТЕ,наименование характеристик,реф.цена,конечную категорию справочника,КПГЗ код,КПГЗ,СПГЗ код,СПГЗ,Реестровый номер в РК
"Вода питьевая ""МИЯ"" 0,33л","Вид тары, упаковки;Количество в упаковке;Минерализация;Объем;Степень газации воды;Тара",,Вода питьевая,01.01.14.01,ВОДА ПИТЬЕВАЯ,,,3035190
